SID,2008-08-23,2008-08-25,2008-09-01,2008-09-08,2008-09-15,2008-09-22,2008-09-29,2008-10-06,2008-10-13,2008-10-20,2008-10-27,2008-11-03,2008-11-10,2008-11-17,2008-11-24,2008-12-01,2008-12-08,2008-12-15
02660852,0,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5
02662126,2,2,3,3,4,5,5,5,5,6,6,6,7,7,7,8,8,9
02663099,0,2,2,3,4,4,5,6,7,7,8,8,8,8,8,9,10,10
02663900,0,2,2,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5
02666089,2,3,3,4,4,4,5,6,7,8,8,10,10,11,11,12,12,12
02667183,2,3,4,4,5,5,5,5,5,5,6,7,8,9,9,10,10,10
02667466,2,4,5,6,6,7,8,8,8,9,9,10,10,11,11,11,11,12
02668160,1,3,4,6,9,9,10,12,13,14,14,15,15,16,16,17,18,18
02669311,1,3,4,4,5,6,7,7,8,8,10,11,11,11,11,12,12,12
02669757,2,2,4,5,5,6,6,6,6,6,7,7,7,7,7,7,8,8
02670438,2,4,5,6,7,7,8,9,9,10,11,12,12,13,13,13,14,14
02672625,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
02673627,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
02674846,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
02675219,0,2,4,4,5,6,6,7,7,7,7,8,9,9,9,9,10,11
02678120,1,3,3,4,5,6,6,7,8,8,9,9,10,10,10,10,11,11
02678374,2,3,4,5,6,7,8,8,9,9,10,10,10,11,11,11,11,12
02680429,0,1,2,3,3,3,4,4,4,6,6,6,7,7,7,7,8,8
02682096,2,3,3,4,6,6,7,7,7,8,8,8,8,8,8,8,9,9
02684510,3,4,4,5,6,7,7,8,9,9,10,10,11,12,12,12,12,12
02685484,1,2,3,4,4,4,4,4,5,5,5,5,6,6,6,6,7,7
02686368,1,2,4,5,5,6,7,8,9,10,12,12,13,14,14,14,15,15
02687201,2,3,4,4,5,5,5,6,6,7,7,7,8,8,8,8,9,9
02689093,0,2,3,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6
02689573,0,2,3,3,4,4,4,4,4,5,5,5,5,5,5,5,6,6
02691710,0,2,2,3,3,4,5,5,6,6,6,7,7,7,7,7,8,8
02691785,2,3,4,4,4,6,7,8,10,10,11,13,14,14,14,16,17,17
02692769,2,3,5,5,6,7,7,8,8,8,8,8,8,9,9,10,11,11
02695140,0,2,2,2,3,3,3,4,5,5,5,5,5,6,6,6,6,6
02698099,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
02699428,1,3,5,5,7,7,8,8,8,9,9,10,10,10,10,11,11,11
02700367,0,2,2,3,3,4,5,6,6,6,7,7,8,8,8,8,8,8
02701826,2,3,3,5,6,6,7,8,8,8,9,9,10,10,10,10,10,10
02703478,2,3,3,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6
02704957,0,5,7,8,9,10,10,11,12,12,13,14,14,14,14,14,16,16
02705821,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
02706238,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
02706715,1,2,2,3,3,4,4,4,5,5,5,5,5,6,6,6,6,6
02707017,2,3,3,3,4,5,5,5,5,6,6,6,6,6,6,6,6,7
02718148,0,3,4,5,6,6,7,8,9,10,10,11,11,11,11,11,12,12
02719278,2,4,4,5,5,6,6,7,7,7,7,8,8,9,9,9,9,9
02721961,0,2,2,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5
02723490,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
02724544,3,4,6,7,8,9,9,9,10,11,12,12,14,14,14,15,15,15
02724738,0,2,3,4,5,6,6,6,7,7,7,8,9,9,9,9,9,10
02725130,2,3,5,6,6,7,8,8,8,9,10,11,11,12,12,12,12,12
02728315,2,3,4,5,6,6,7,7,8,8,9,9,9,9,9,10,10,10
02729273,2,3,4,4,5,6,7,7,7,8,8,8,9,10,10,10,10,10
02729998,2,3,4,6,7,7,8,9,9,10,10,11,11,11,11,11,11,12
02730099,2,3,3,4,4,4,5,5,5,6,6,7,7,7,7,7,7,7
02734580,0,0,2,3,3,3,4,4,4,4,5,5,5,5,5,5,5,6
02737786,2,5,6,8,11,12,13,15,16,18,18,19,20,21,21,23,23,23
02738357,0,1,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,5
02739197,2,5,5,7,7,7,8,9,9,9,10,10,10,11,11,11,11,11
02740497,3,4,5,5,6,7,7,8,8,8,8,9,9,9,9,10,10,10
02741356,0,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,6
02743659,2,3,4,5,6,6,7,8,8,9,9,10,10,11,11,12,12,12
02743725,0,3,4,5,6,6,7,8,8,8,8,9,10,11,11,11,12,12
02745668,2,4,5,6,6,7,8,9,10,11,11,12,12,12,12,13,13,14
02746127,2,3,4,6,6,8,9,9,10,11,11,12,13,13,13,14,14,15
02748424,2,3,4,5,6,7,8,9,9,10,10,10,11,11,11,11,12,12
02750267,0,0,2,3,3,4,4,5,5,5,5,5,6,6,6,6,6,6
02750878,0,0,2,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5
02754858,2,3,4,5,6,7,8,9,10,11,11,13,13,14,14,15,16,16
02755200,0,0,1,2,3,3,3,4,4,5,5,6,6,6,6,6,6,6
02756045,0,2,2,3,4,4,4,4,4,4,4,4,4,5,5,6,6,6
02757418,0,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
02758278,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
02758625,1,4,4,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7
02758697,2,4,5,6,8,8,10,10,11,12,13,14,15,15,15,16,16,17
02758741,2,3,4,5,5,6,8,8,9,9,9,10,11,11,11,12,12,12
02759755,2,3,4,5,5,6,6,7,8,8,10,11,11,12,12,12,13,13
02762712,1,4,4,6,7,8,8,10,10,11,12,12,13,14,14,14,15,15
02763161,2,4,6,7,9,11,12,13,14,15,16,18,19,20,20,21,21,21
02764343,2,3,4,4,4,5,6,6,7,7,7,7,8,8,8,9,9,10
02766300,0,0,2,4,5,6,7,7,8,10,11,12,13,13,13,14,14,14
02766494,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2
02768322,2,3,4,5,6,6,6,7,7,7,7,8,8,9,9,9,9,9
02770161,1,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8
02770270,2,4,5,7,8,10,10,11,13,13,14,15,16,17,17,19,19,19
02772653,0,2,2,4,4,4,5,6,6,6,6,7,7,7,7,7,8,8
02773057,0,3,4,5,7,8,9,11,12,14,15,16,17,18,18,19,20,20
02775426,2,3,4,4,5,5,5,5,5,6,6,6,7,7,7,8,8,8
02775740,1,3,3,5,5,6,7,7,8,8,9,9,10,10,10,11,11,12
02776912,2,3,4,5,6,6,7,7,7,8,8,9,9,9,9,10,10,10
02777821,0,2,3,4,4,5,6,6,8,9,9,9,11,11,11,12,12,12
02781356,1,3,3,4,5,5,5,5,6,6,6,7,7,7,7,7,7,7
02782640,2,4,5,6,7,7,8,10,10,11,12,13,15,16,16,17,18,18
02782755,0,3,4,4,5,6,8,9,10,10,11,11,12,13,13,13,14,14
02783095,2,5,6,8,9,9,10,11,11,12,12,12,13,13,13,14,15,15
02786413,2,4,4,6,7,7,9,10,11,12,13,14,14,14,14,15,16,16
02787633,0,3,4,5,6,7,8,8,8,8,9,10,10,10,10,11,11,11
02790489,2,4,4,5,5,6,7,8,8,9,10,10,10,10,10,11,11,11
02791351,2,3,4,5,5,5,6,6,7,8,8,8,8,8,8,9,9,9
02793389,2,3,5,5,6,7,8,9,9,10,10,11,11,12,12,12,13,14
02794264,2,2,2,3,3,3,4,4,5,5,5,6,6,6,6,6,7,7
02795258,1,3,3,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9
02796444,0,2,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5
02796514,0,2,3,4,5,6,7,8,9,10,11,11,11,12,12,13,13,13
02796715,2,2,3,3,3,3,4,4,4,5,5,5,6,7,7,7,8,8
02797458,1,3,3,4,4,5,5,6,6,7,8,8,8,8,8,8,8,8
02797459,0,4,5,7,8,10,12,14,14,14,17,18,18,19,19,20,21,21
02803595,1,3,4,4,5,5,6,7,7,7,7,7,8,8,8,8,8,9
02804044,1,2,2,3,3,3,4,4,4,4,5,5,5,5,5,5,6,6
02804926,2,3,4,5,6,6,7,7,8,9,9,11,11,11,11,12,12,13
02805341,1,4,5,6,6,7,7,8,9,10,10,10,10,10,10,11,11,11
02807650,2,3,4,5,6,7,8,9,9,9,10,11,11,12,12,12,13,13
02810739,2,2,2,2,3,4,4,5,5,5,6,6,7,8,8,8,9,9
02810908,2,3,4,5,7,7,7,7,8,8,8,8,8,9,9,9,9,9
02813167,2,4,4,5,7,7,8,9,9,9,9,10,11,12,12,12,13,13
02813355,2,3,4,5,7,7,8,8,8,9,9,9,9,10,10,10,11,11
02814413,1,2,3,4,4,5,6,6,7,8,9,9,10,11,11,11,12,12
02818301,0,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
02818592,2,3,3,4,5,6,6,7,8,8,9,9,9,9,9,9,10,10
02818775,1,3,4,4,5,5,5,6,6,6,6,6,7,7,7,7,7,7
02819395,0,3,5,6,8,11,12,14,15,16,17,19,21,21,21,22,22,23
02819447,1,3,5,5,7,8,9,9,10,11,11,12,12,13,13,14,14,14
02819939,2,4,5,6,8,10,10,11,11,12,12,13,14,15,15,15,15,16
02822643,2,2,3,3,4,5,5,6,6,6,6,6,6,6,6,7,7,7
02823192,2,3,4,5,5,6,6,7,7,7,8,8,8,8,8,8,8,8
02823944,0,3,4,4,5,6,6,6,6,7,7,7,7,7,7,7,7,7
02824175,2,3,4,5,6,6,6,7,8,9,9,9,10,11,11,11,12,12
02824726,2,5,7,9,10,11,12,14,14,15,16,17,18,18,18,19,20,20
02824881,2,3,4,4,6,7,7,8,9,9,10,11,11,11,11,12,12,12
02828048,0,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
02828728,1,3,4,5,5,6,7,8,9,9,9,10,10,11,11,11,12,12
02829339,2,3,3,4,4,4,5,5,7,7,8,8,8,9,9,9,10,10
02833512,2,4,5,5,7,7,8,8,8,9,9,9,9,10,10,10,11,11
02836124,2,4,5,5,6,6,7,8,9,10,10,11,11,12,12,12,12,12
02837272,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4,4,4
02838624,2,4,5,6,7,7,8,9,9,9,10,10,11,12,12,12,13,13
02840049,2,3,4,5,6,8,10,12,13,15,16,17,19,19,19,20,21,21
02841497,1,3,4,5,6,7,7,8,8,8,9,10,10,10,10,10,10,10
02841665,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
02842012,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3
02842388,0,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4
02850202,2,4,5,7,8,10,12,14,16,17,19,21,22,24,24,25,26,26
02851062,1,4,5,5,5,6,6,7,8,8,8,8,9,9,9,9,9,9
02851967,1,3,4,5,6,6,7,9,9,9,9,10,11,11,11,12,12,12
02854408,2,2,3,4,4,5,5,5,6,6,6,6,6,7,7,8,8,8
02856773,2,3,4,5,6,6,7,7,9,9,10,11,12,12,12,13,13,14
02857504,2,3,5,5,6,8,9,10,10,10,11,12,12,13,13,14,14,14
02859302,2,4,5,6,8,9,10,12,14,15,16,18,18,19,19,21,22,22
02859448,2,4,5,5,6,6,7,8,9,9,10,10,10,10,10,10,11,11
02860414,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
02861538,2,3,4,5,6,6,7,7,7,7,8,9,9,10,10,11,11,11
02861751,2,3,4,5,6,7,8,8,8,9,10,11,11,11,11,11,11,12
02864026,2,3,3,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6
02866747,0,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
02866980,0,1,3,3,4,5,5,6,6,6,7,7,7,7,7,8,8,8
02872837,2,2,3,4,5,6,6,6,7,7,7,7,8,8,8,8,8,8
02874020,2,3,4,5,6,6,8,8,9,9,9,10,10,10,10,11,11,11
02874508,0,3,4,5,5,6,7,7,8,8,9,9,10,11,11,12,13,13
02875228,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
02877532,0,2,3,4,5,5,5,5,6,6,6,6,6,6,6,7,7,7
02881549,2,4,5,6,7,7,8,8,8,8,9,10,10,11,11,11,12,12
02881574,1,3,3,4,5,5,6,6,7,7,7,8,9,9,9,10,10,11
02882125,2,3,4,4,4,5,5,6,6,7,7,8,9,10,10,10,11,11
02883566,2,4,4,6,6,7,8,8,8,9,9,9,10,10,10,11,12,12
02885064,2,3,4,5,6,7,8,9,9,10,10,12,13,13,13,14,15,15
02885468,1,3,4,7,7,9,10,11,12,13,14,15,16,16,16,18,18,18
02885505,2,2,2,3,3,4,4,4,4,5,5,6,6,6,6,6,6,6
02888075,2,4,5,7,8,9,11,12,14,15,16,16,17,18,18,19,19,19
02889806,2,3,4,5,6,8,9,9,9,10,10,11,12,12,12,13,13,13
02890918,2,3,4,5,6,7,8,9,9,10,11,12,13,14,14,15,15,15
02891224,0,3,4,4,4,5,6,7,7,7,7,8,8,8,8,8,9,9
02891771,1,3,4,5,6,7,8,8,9,9,11,11,12,12,12,12,13,13
02892521,2,3,4,5,6,6,6,7,9,9,9,10,11,11,11,11,12,12
02895457,2,3,5,8,9,10,10,11,11,11,11,12,12,12,12,12,13,13
02895932,2,3,4,5,6,7,8,9,10,11,12,13,14,15,15,15,15,15
02898946,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
02902671,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
02903353,0,2,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5
02904173,0,0,0,0,0,0,0,2,2,2,2,3,4,5,5,5,5,5
02904428,1,3,5,6,7,8,8,9,9,11,11,12,13,13,13,14,14,15
02905403,1,3,3,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6
02906746,2,3,5,6,7,8,9,11,12,12,13,13,14,15,15,15,16,16
02908091,0,3,4,5,5,6,7,7,9,10,10,12,13,15,15,15,16,16
02909612,2,3,3,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6
02909984,0,2,2,2,2,3,3,3,3,3,4,4,4,5,5,5,5,5
02910585,2,3,5,6,7,7,8,10,10,11,12,13,15,15,15,16,16,16
02911543,0,2,3,3,4,4,4,4,5,5,5,6,6,6,6,7,7,7
02912770,1,2,3,3,4,5,6,6,7,7,8,9,9,10,10,11,11,11
02913642,0,3,4,4,4,5,5,5,6,6,6,7,7,7,7,8,8,8
02914615,2,3,3,4,4,4,5,6,6,6,7,8,8,8,8,9,9,9
02914891,1,3,4,6,7,8,9,10,11,12,13,13,13,14,14,15,15,15
02916685,1,3,4,5,6,7,7,8,9,9,9,9,10,10,10,11,11,11
02916908,0,4,4,6,7,9,9,10,10,11,11,12,12,13,13,14,15,15
02918938,0,2,3,4,6,7,7,8,9,10,11,12,14,15,15,15,16,16
02919013,2,3,4,6,7,8,9,9,9,9,10,10,12,12,12,14,14,14
02919278,0,2,4,6,8,10,11,13,14,15,17,18,19,21,21,22,23,23
02919650,2,3,3,4,5,5,5,5,5,5,6,6,7,7,7,8,9,9
02921048,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
02923203,2,4,4,6,6,8,8,9,10,11,12,12,13,14,14,15,16,16
02924966,2,4,6,8,9,10,11,13,14,15,16,17,18,18,18,19,20,20
02925599,0,4,5,6,7,7,7,7,7,7,7,8,8,8,8,9,9,9
02925892,0,2,3,4,4,5,5,6,6,7,7,7,8,9,9,9,10,10
02928931,2,3,4,6,7,9,9,9,10,10,10,10,11,11,11,11,11,12
02928999,0,0,1,2,2,2,3,3,3,4,4,4,4,4,4,5,5,5
02930036,1,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5
02930261,2,3,4,4,5,6,6,6,7,8,8,8,9,9,9,10,10,11
02931582,0,2,2,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6
02931965,0,3,4,5,6,8,8,8,9,9,9,10,11,11,11,11,11,11
02933049,2,3,3,4,5,5,6,6,7,7,8,8,8,9,9,9,10,10
02933763,0,2,3,3,4,4,4,5,5,6,6,6,6,6,6,7,7,7
02934031,1,3,4,5,6,6,7,7,8,8,9,9,9,9,9,9,10,11
02934412,1,2,3,3,4,5,5,6,6,7,8,9,9,9,9,9,9,9
02935272,0,2,3,4,4,4,4,4,4,4,4,5,5,5,5,5,7,7
02944158,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
02944195,0,0,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
02944742,2,4,5,6,7,8,9,10,10,10,11,12,12,13,13,13,14,14
02945722,0,0,0,1,2,3,3,3,4,4,4,5,5,5,5,5,5,5
02945985,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
02946043,3,4,5,6,8,9,10,11,11,11,11,11,11,11,11,11,11,11
02947049,2,3,3,4,4,5,5,6,6,7,7,8,9,9,9,9,10,10
02947445,0,2,4,5,6,6,8,9,10,10,10,11,12,13,13,14,15,15
02948573,1,3,3,4,6,6,7,7,7,8,8,9,9,10,10,10,10,10
02949544,2,3,3,4,5,5,6,6,6,6,7,7,7,7,7,8,8,8
02949806,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
02952747,1,3,4,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7
02953143,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
02954593,0,3,3,4,4,4,5,5,6,7,8,9,10,11,11,12,13,13
02958425,2,3,4,6,7,8,9,10,11,11,12,12,13,13,13,13,14,14
02959222,0,2,4,5,5,5,5,6,6,7,8,8,8,9,9,9,10,10
02959279,1,3,3,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6
02965812,0,2,4,5,6,6,6,7,8,8,10,12,12,13,13,15,15,15
02965826,1,2,3,4,4,5,5,6,7,7,7,7,8,9,9,9,9,10
02967182,1,2,4,5,6,7,8,9,9,10,11,11,11,11,11,12,13,13
02968210,0,4,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8
02968696,2,3,4,4,5,5,6,6,6,7,7,7,8,8,8,9,9,9
02968876,2,4,4,7,8,8,8,9,9,10,11,12,14,15,15,17,18,18
02971312,2,3,4,5,6,8,10,11,12,14,14,15,16,16,16,17,18,18
02973771,2,3,4,4,4,5,5,5,6,6,6,6,6,6,6,7,7,7
02973797,2,4,5,6,7,8,9,10,10,12,12,13,13,14,14,15,16,16
02974121,2,3,4,6,6,7,7,7,8,8,8,9,10,10,10,10,11,11
02975428,2,4,5,5,6,6,7,7,7,8,8,8,9,9,9,9,10,10
02975623,0,3,4,4,5,6,6,6,7,8,8,8,9,10,10,10,10,11
02976142,2,3,5,6,8,10,11,12,14,15,16,17,18,18,18,19,19,19
02981029,2,2,3,3,3,4,4,4,4,4,4,5,5,5,5,5,6,6
02983250,2,4,5,7,7,8,9,9,10,11,11,12,12,13,13,13,14,14
02985387,2,2,2,2,2,4,5,5,5,5,5,6,6,6,6,6,6,6
02986033,2,5,5,5,7,7,8,8,8,8,9,9,10,10,10,10,11,11
02989487,2,2,3,3,4,4,4,5,5,5,5,5,6,6,6,7,8,8
02989659,1,4,5,5,6,6,7,8,8,9,10,10,10,11,11,11,12,12
02989745,2,3,3,4,4,5,6,6,7,7,8,8,8,9,9,9,10,10
02989871,0,2,3,4,5,6,7,8,9,9,11,12,13,14,14,15,15,15
02991273,0,2,3,5,6,6,8,9,11,12,14,15,16,18,18,18,20,20
02993684,1,3,3,4,5,5,6,7,7,7,8,8,8,8,8,9,10,10
02993815,0,2,3,5,5,5,6,7,7,9,10,10,11,12,12,13,13,13
02994274,2,3,3,4,5,6,6,6,6,7,7,7,7,7,7,8,8,8
02995289,2,3,4,5,5,6,6,7,7,7,8,8,9,9,9,9,9,9
02997465,2,3,4,5,6,7,8,9,10,11,11,12,12,13,13,14,15,15
02999672,0,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
03000585,0,1,4,4,5,5,5,6,7,7,7,8,9,9,9,9,9,9
03003835,0,2,2,2,3,3,3,4,4,5,5,5,6,6,6,7,7,7
03005592,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
03006263,0,2,2,3,4,4,6,6,6,7,7,8,9,9,9,10,10,10
03006480,2,3,4,5,5,7,7,8,8,8,8,9,9,10,10,10,11,11
03009062,2,3,3,4,4,5,6,6,7,8,8,9,10,10,10,11,12,13
03009687,1,4,6,6,7,8,9,10,11,13,13,14,15,16,16,17,18,18
03009751,0,4,5,7,7,8,8,9,9,10,11,11,12,12,12,14,14,14
03010371,1,3,4,5,6,6,6,7,7,7,7,8,8,8,8,8,8,8
03010482,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
03010920,2,4,4,6,6,7,8,9,10,10,10,11,12,12,12,14,14,14
03011013,0,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5
03011803,2,3,3,6,6,6,7,7,7,8,9,9,10,10,10,11,12,12
03012165,3,6,7,9,10,11,12,14,15,17,17,18,19,19,19,21,21,21
03013209,0,2,3,4,5,6,6,8,9,9,9,9,10,10,10,11,12,12
03013510,2,3,5,6,6,7,7,7,8,8,10,10,10,11,11,11,11,12
03014205,2,3,4,6,7,8,8,9,10,11,12,13,14,14,14,15,16,16
03015126,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
03016911,0,3,4,4,5,6,6,6,6,7,7,7,8,8,8,9,9,10
03018699,0,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,6,6
03019561,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
03025484,1,2,3,4,5,5,6,7,8,8,8,8,8,8,8,9,10,10
03025494,1,3,4,4,5,6,6,6,7,7,8,8,8,8,8,9,9,9
03025831,2,5,6,7,9,9,9,10,10,10,10,10,11,11,11,11,11,11
03027061,0,0,2,3,4,4,5,5,5,5,5,5,6,6,6,7,7,7
03027330,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2
03027959,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4
03031653,0,3,4,5,6,6,7,8,9,9,10,11,12,12,12,13,14,14
03033094,2,4,6,7,8,9,10,11,12,12,13,13,13,14,14,14,15,15
03033404,1,3,3,4,4,4,4,5,5,5,5,5,6,6,6,7,7,7
03034368,2,4,5,6,6,7,8,9,9,10,11,12,12,12,12,13,13,13
03035517,0,4,5,6,7,7,7,8,8,8,9,10,11,11,11,11,12,12
03035820,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
03036515,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
03037240,1,3,5,6,8,9,10,11,11,12,13,13,14,15,15,16,16,16
03039475,1,3,4,5,6,7,8,9,11,11,11,11,13,13,13,13,13,13
03041181,0,2,6,7,8,8,9,9,9,9,10,10,10,11,11,11,11,12
03042067,1,4,6,7,8,8,8,9,9,9,10,11,11,11,11,12,12,12
03043935,2,3,4,5,5,6,6,6,7,7,8,8,8,8,8,8,9,9
03044520,0,0,0,2,2,2,3,3,4,4,6,6,6,6,6,7,7,8
03046847,0,3,4,5,6,7,8,9,10,11,13,13,14,15,15,16,17,17
03047222,0,0,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3
03047775,2,4,5,6,6,7,8,9,9,10,10,11,12,12,12,12,13,13
03049333,2,3,5,6,7,8,9,10,11,12,13,13,13,14,14,14,15,15
03050411,1,2,3,4,4,6,7,7,8,8,8,9,9,9,9,9,10,10
03052578,1,3,3,4,6,6,6,7,8,8,8,9,10,10,10,11,11,11
03054068,2,3,3,4,5,7,8,9,10,11,11,11,11,12,12,12,12,12
03054163,2,4,5,6,6,6,7,7,8,9,9,9,10,10,10,11,12,12
03055232,1,3,4,4,4,4,5,6,6,6,6,6,7,7,7,7,8,8
03056804,2,3,4,5,6,8,8,8,9,10,10,11,12,13,13,14,14,15
03057171,2,3,5,5,6,7,7,7,7,7,7,8,8,8,8,9,9,9
03057306,0,4,6,7,9,9,11,12,14,15,15,16,16,16,16,17,18,18
03059709,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5
03060593,2,4,6,7,8,9,10,11,12,13,14,15,15,16,16,16,16,16
03061324,2,2,4,5,5,6,6,6,7,7,8,9,9,9,9,9,10,10
03062224,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
03066254,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
03066591,2,5,6,7,7,8,8,8,9,10,11,11,12,12,12,12,13,13
03066668,0,2,3,4,5,5,6,7,7,8,9,9,10,10,10,10,10,11
03067056,1,3,4,5,6,6,7,8,9,9,10,11,13,13,13,13,14,14
03068321,2,3,4,5,6,7,7,8,8,10,10,10,11,11,11,12,12,13
03068401,2,4,5,6,8,9,10,11,13,15,16,18,19,20,20,22,23,23
03068553,0,3,5,6,7,8,9,9,10,10,11,11,11,11,11,11,12,12
03068623,0,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
03069310,2,4,5,6,7,8,9,9,10,11,11,12,13,13,13,13,15,15
03070311,2,3,4,6,6,7,7,8,8,9,10,11,11,11,11,13,13,13
03071190,2,3,4,6,7,7,8,8,8,9,9,9,10,10,10,10,11,11
03072030,0,3,3,4,5,6,6,7,8,8,9,9,10,10,10,10,11,11
03072768,2,3,4,4,4,5,5,6,6,7,7,8,8,8,8,8,8,8
03074244,2,4,6,6,8,9,9,10,10,11,11,11,12,12,12,13,13,13
03075091,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
03075331,1,2,3,4,5,6,7,8,8,9,9,10,11,11,11,12,12,12
03076468,0,2,3,3,4,4,5,5,6,6,6,7,7,8,8,8,8,8
03077338,2,3,4,4,6,6,6,6,7,8,8,9,9,10,10,10,10,10
03078861,2,3,4,6,6,7,7,7,8,8,8,9,10,10,10,10,11,11
03079043,2,3,4,4,5,6,7,7,8,8,8,9,10,10,10,11,12,12
03079513,1,3,4,5,5,5,5,6,6,6,7,7,7,7,7,8,8,8
03083176,1,4,5,7,9,10,11,13,14,15,16,16,17,18,18,18,19,19
03086115,0,5,6,6,8,9,10,12,12,13,14,16,17,17,17,18,18,18
03088122,0,2,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5
03089795,2,4,4,4,4,5,5,6,6,7,8,8,9,9,9,10,10,10
03090823,2,3,4,6,6,8,8,10,10,10,12,12,12,13,13,14,14,14
03093442,0,0,0,0,2,2,2,2,4,4,4,4,4,4,4,5,5,5
03093456,0,3,4,4,5,5,5,6,7,8,9,10,11,12,12,12,12,12
03093768,1,3,4,5,5,5,6,6,6,7,8,8,9,10,10,11,12,12
03094635,0,2,2,3,4,4,4,5,5,6,6,6,7,7,7,8,8,9
03096389,2,5,5,5,6,7,8,8,8,8,9,10,10,11,11,12,12,12
03096906,2,2,3,4,5,6,7,8,8,10,11,13,14,15,15,15,15,15
03097978,2,4,5,5,7,8,8,9,10,11,11,13,13,13,13,14,15,15
03100987,2,3,5,7,8,9,9,10,11,12,12,13,13,14,14,14,14,14
03101263,2,3,4,5,6,7,8,9,9,9,10,10,11,11,11,11,12,13
03107048,2,5,5,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8
03107712,0,3,5,6,6,7,7,7,7,8,8,9,9,10,10,10,10,11
